record_id,type_id,region_id,occur_time,property_loss,victim_count
"62","3","5","2025-03-06 15:00:00",,"1"
"63","5","3","2024-12-30 11:00:00","19257.65","1"
"64","3","3","2023-09-08 20:00:00",,"5"
"65","3","3","2023-10-16 08:00:00","16078.97","1"
"66","4","2","2024-07-16 12:00:00","9700.01","1"
"67","1","5","2025-06-15 07:00:00",,"5"
"68","1","2","2024-10-11 11:00:00",,"1"
"69","3","5","2024-09-14 11:00:00",,"1"
"70","4","5","2023-06-18 11:00:00","98834.70","1"
"71","2","1","2025-06-02 20:00:00",,"1"
"72","4","4","2023-09-14 05:00:00",,"1"
"73","2","3","2024-12-20 05:00:00","43940.86","1"
"74","1","3","2024-01-26 11:00:00",,"1"
"75","1","4","2024-12-02 20:00:00",,"1"
"76","3","1","2024-08-24 04:00:00",,"1"
"77","5","4","2025-05-27 11:00:00",,"1"
"78","2","1","2025-04-14 01:00:00",,"1"
"79","5","1","2024-07-04 00:00:00",,"1"
"80","5","3","2024-02-16 00:00:00",,"1"
"81","5","1","2024-08-21 01:00:00",,"5"
"82","4","5","2024-05-25 01:00:00",,"1"
"83","1","3","2024-05-18 04:00:00",,"1"
"84","4","3","2024-07-19 10:00:00",,"1"
"85","2","4","2025-04-13 11:00:00",,"1"
"86","1","1","2024-10-29 13:00:00",,"1"
"87","2","3","2025-05-13 05:00:00",,"1"
"88","4","1","2024-07-26 20:00:00",,"1"
"89","4","1","2024-06-17 12:00:00","45736.51","1"
"90","3","4","2023-04-01 04:00:00",,"1"
"91","5","2","2024-11-29 23:00:00",,"1"
"92","5","2","2025-03-25 09:00:00",,"1"
"93","1","1","2025-03-22 08:00:00",,"5"
"94","4","4","2024-09-10 03:00:00",,"1"
"95","3","3","2023-10-22 21:00:00",,"1"
"96","3","2","2023-06-28 00:00:00",,"1"
"97","3","1","2023-06-13 10:00:00",,"4"
"98","3","5","2024-07-18 12:00:00","11224.47","1"
"99","3","1","2025-06-17 20:00:00",,"1"
"100","3","2","2025-05-02 20:00:00",,"1"
"101","1","4","2025-02-06 06:00:00","16711.44","1"
"102","4","2","2024-04-11 13:00:00",,"1"
"103","1","3","2025-02-11 00:00:00",,"1"
"104","2","1","2024-01-21 19:00:00","19541.49","3"
"105","1","5","2025-05-26 08:00:00","28867.71","2"
"106","4","2","2024-09-05 18:00:00","68957.87","1"
"107","1","4","2023-08-31 01:00:00",,"1"
"108","3","1","2024-09-03 06:00:00",,"1"
"109","1","3","2025-01-09 20:00:00","24703.08","1"
"110","3","3","2023-04-08 20:00:00","15881.57","2"
"111","4","5","2025-05-26 07:00:00",,"1"
"112","2","3","2025-02-19 15:00:00",,"1"
"113","3","2","2023-07-04 23:00:00",,"1"
"114","4","2","2023-01-14 21:00:00",,"5"
"115","2","1","2025-05-12 10:00:00",,"3"
"116","4","3","2024-05-05 23:00:00",,"1"
"117","5","3","2023-02-04 16:00:00",,"1"
"118","4","5","2023-05-05 00:00:00","61011.58","2"
"119","1","2","2024-09-14 08:00:00",,"1"
"120","2","4","2024-04-05 09:00:00",,"1"
"121","3","5","2024-05-28 06:00:00",,"2"
"122","2","5","2024-09-03 13:00:00","42601.95","1"
"123","5","4","2025-03-30 07:00:00","50628.77","4"
"124","5","3","2025-01-14 14:00:00",,"1"
"125","4","3","2025-01-22 10:00:00",,"5"
"126","4","5","2024-09-21 12:00:00",,"1"
"127","3","1","2024-01-19 02:00:00",,"1"
"128","4","4","2025-03-10 05:00:00",,"1"
"129","3","1","2025-05-02 07:00:00","92970.25","1"
"130","4","5","2024-12-06 12:00:00",,"1"
"131","3","3","2024-01-10 20:00:00",,"3"
"132","5","3","2023-02-26 18:00:00",,"4"
"133","4","3","2024-02-27 18:00:00",,"1"
"134","4","5","2025-04-19 06:00:00",,"1"
"135","2","1","2024-06-06 12:00:00","70060.54","4"
"136","2","5","2023-12-26 07:00:00",,"1"
"137","2","4","2024-06-10 18:00:00",,"1"
"138","3","5","2024-11-26 09:00:00",,"4"
"139","1","5","2023-07-06 11:00:00",,"1"
"140","2","1","2024-01-20 01:00:00","50921.07","1"
"141","2","1","2023-03-13 19:00:00","65840.24","2"
"142","3","1","2024-10-20 10:00:00",,"1"
"143","4","4","2025-02-24 11:00:00","47410.60","1"
"144","4","2","2024-12-27 21:00:00",,"3"
"145","2","5","2024-03-13 22:00:00",,"1"
"146","1","4","2025-04-07 13:00:00",,"1"
"147","1","3","2023-02-08 16:00:00",,"1"
"148","5","1","2025-04-16 10:00:00",,"1"
"149","4","4","2024-11-13 11:00:00",,"1"
"150","1","5","2024-03-09 11:00:00",,"1"
"151","3","2","2023-07-09 00:00:00",,"1"
"152","5","2","2023-08-28 07:00:00","89081.08","1"
"153","1","1","2023-02-28 02:00:00",,"1"
"154","2","3","2023-11-05 08:00:00","6811.38","5"
"155","1","1","2023-04-06 03:00:00",,"1"
"156","2","1","2024-04-02 02:00:00",,"1"
"157","1","2","2024-04-04 10:00:00",,"1"
"158","4","4","2025-03-05 12:00:00",,"1"
"159","4","3","2024-04-01 02:00:00",,"3"
"160","4","4","2025-04-26 08:00:00",,"1"
"161","1","4","2024-07-27 07:00:00","58212.13","1"
"162","1","2","2024-02-18 03:00:00",,"1"
"163","2","2","2025-02-18 06:00:00",,"1"
"164","1","3","2024-03-19 19:00:00",,"1"
"165","1","4","2024-03-12 03:00:00",,"1"
"166","4","4","2025-03-20 05:00:00",,"1"
"167","3","5","2023-07-15 04:00:00",,"1"
"168","5","5","2025-05-19 05:00:00",,"1"
"169","1","2","2023-02-04 08:00:00",,"1"
"170","2","1","2024-05-14 15:00:00",,"1"
"171","2","3","2024-07-04 16:00:00",,"1"
"172","3","5","2024-02-25 21:00:00",,"1"
"173","2","5","2025-03-19 15:00:00",,"1"
"174","5","2","2024-11-11 18:00:00",,"1"
"175","2","5","2023-03-04 09:00:00","76378.69","1"
"176","5","2","2024-02-24 14:00:00",,"1"
"177","5","4","2025-04-02 06:00:00",,"3"
"178","2","4","2024-10-07 11:00:00",,"1"
"179","4","4","2023-08-10 03:00:00","29190.73","1"
"180","2","4","2024-04-06 11:00:00","77833.15","1"
"181","3","3","2024-05-08 12:00:00","94144.41","1"
"182","2","3","2024-06-20 10:00:00",,"2"
"183","3","3","2023-04-10 02:00:00",,"1"
"184","2","3","2023-07-08 19:00:00",,"1"
"185","5","4","2023-06-15 18:00:00",,"5"
"186","3","5","2024-12-24 11:00:00",,"1"
"187","1","4","2024-01-19 19:00:00","80446.56","1"
"188","5","5","2024-11-27 06:00:00",,"1"
"189","2","2","2023-11-18 01:00:00",,"1"
"190","2","3","2025-03-15 17:00:00","65769.48","1"
"191","5","3","2024-08-07 19:00:00",,"1"
"192","3","1","2023-02-12 00:00:00",,"1"
"193","1","2","2023-05-09 21:00:00",,"1"
"194","4","5","2024-06-24 02:00:00","40964.41","4"
"195","3","2","2023-03-08 08:00:00",,"1"
"196","1","4","2024-05-29 14:00:00",,"1"
"197","3","4","2024-11-01 16:00:00",,"2"
"198","2","3","2023-01-20 10:00:00",,"1"
"199","5","1","2023-03-08 20:00:00",,"1"
"200","3","4","2025-03-29 09:00:00",,"2"
"201","2","2","2025-06-06 23:00:00","59157.68","1"
"202","3","4","2023-03-08 05:00:00","8112.85","1"
"203","3","3","2023-06-16 11:00:00","43494.92","1"
"204","5","4","2023-10-15 08:00:00","21235.05","1"
"205","4","2","2024-04-06 11:00:00","9161.96","1"
"206","2","3","2024-01-15 15:00:00",,"1"
"207","1","1","2024-08-24 05:00:00",,"1"
"208","1","3","2023-03-02 21:00:00",,"3"
"209","1","3","2023-11-03 06:00:00",,"1"
"210","4","5","2023-07-20 14:00:00",,"2"
"211","1","5","2024-12-21 09:00:00",,"1"
"212","5","3","2025-02-27 22:00:00","14732.07","1"
"213","3","1","2023-06-23 13:00:00",,"1"
"214","1","3","2025-01-14 17:00:00",,"3"
"215","1","5","2023-07-16 09:00:00",,"1"
"216","5","4","2024-08-13 06:00:00",,"1"
"217","4","4","2025-03-21 12:00:00","33369.79","1"
"218","3","2","2024-02-17 02:00:00",,"2"
"219","1","5","2025-05-24 04:00:00","18124.59","1"
"220","5","2","2024-07-28 08:00:00","63136.15","1"
"221","4","2","2024-02-01 09:00:00",,"5"
"222","3","3","2023-08-04 17:00:00","27682.34","1"
"223","4","4","2023-04-29 14:00:00",,"1"
"224","3","4","2024-01-08 05:00:00","74017.39","1"
"225","1","1","2023-04-28 12:00:00",,"1"
"226","1","5","2023-03-16 22:00:00",,"1"
"227","1","2","2023-07-16 04:00:00",,"1"
"228","4","4","2025-03-13 14:00:00",,"1"
"229","5","2","2023-05-08 01:00:00","40230.61","1"
"230","1","2","2024-11-01 15:00:00","96218.50","3"
"231","5","5","2024-05-08 06:00:00",,"1"
"232","5","1","2023-11-25 07:00:00",,"1"
"233","1","2","2025-03-01 17:00:00",,"4"
"234","4","2","2023-02-08 14:00:00","24776.67","3"
"235","4","1","2023-03-23 09:00:00","56142.57","1"
"236","1","3","2023-08-04 19:00:00",,"1"
"237","4","3","2023-09-22 03:00:00","4497.43","1"
"238","3","4","2023-01-21 02:00:00",,"2"
"239","4","5","2025-05-23 07:00:00",,"1"
"240","3","2","2023-01-31 09:00:00","52567.16","1"
"241","2","1","2025-01-31 19:00:00",,"4"
"242","1","1","2024-09-26 00:00:00","77259.78","3"
"243","4","2","2025-06-02 02:00:00",,"5"
"244","3","1","2025-02-12 23:00:00",,"1"
"245","2","2","2025-05-09 14:00:00",,"5"
"246","1","3","2024-10-15 20:00:00",,"5"
"247","3","1","2024-01-10 16:00:00",,"1"
"248","2","4","2025-06-07 16:00:00",,"1"
"249","1","2","2024-12-09 07:00:00",,"1"
"250","5","1","2024-11-21 14:00:00",,"1"
"251","2","1","2025-05-31 12:00:00",,"1"
"252","5","5","2025-05-20 23:00:00",,"1"
"253","4","5","2025-03-21 16:00:00",,"1"
"254","2","4","2024-08-20 04:00:00","35490.18","5"
"255","3","3","2024-09-09 04:00:00","39724.67","1"
"256","1","2","2023-07-14 06:00:00","79731.83","4"
"257","5","4","2025-04-15 08:00:00","92504.42","1"
"258","2","5","2024-04-26 21:00:00","83864.85","1"
"259","5","4","2025-02-01 06:00:00","22713.97","1"
"260","5","2","2024-12-23 03:00:00",,"5"
"261","3","3","2023-08-25 20:00:00",,"1"
"262","1","2","2024-09-18 20:00:00",,"1"
"263","5","3","2023-08-07 11:00:00",,"4"
"264","5","5","2024-09-17 00:00:00","77565.11","4"
"265","2","3","2024-06-10 10:00:00",,"1"
"266","4","5","2025-02-18 18:00:00",,"1"
"267","4","5","2023-10-13 01:00:00",,"1"
"268","4","1","2023-03-11 08:00:00",,"1"
"269","3","1","2025-04-03 10:00:00",,"1"
"270","5","5","2025-05-25 05:00:00",,"1"
"271","1","4","2023-08-19 04:00:00",,"1"
"272","2","3","2023-05-27 09:00:00",,"1"
"273","1","5","2024-02-22 09:00:00",,"1"
"274","1","5","2024-07-23 15:00:00",,"1"
"275","4","1","2024-03-13 03:00:00",,"1"
"276","3","4","2024-01-01 02:00:00",,"1"
"277","5","2","2023-01-08 03:00:00","47531.17","3"
"278","5","2","2023-08-03 04:00:00",,"5"
"279","1","1","2023-05-09 14:00:00",,"1"
"280","4","4","2024-04-21 12:00:00",,"1"
"281","2","2","2025-04-25 14:00:00",,"1"
"282","5","4","2024-04-18 19:00:00",,"1"
"283","5","2","2024-09-19 19:00:00",,"1"
"284","5","5","2025-03-21 15:00:00",,"5"
"285","4","3","2023-06-26 18:00:00",,"1"
"286","5","4","2025-02-04 06:00:00","24406.92","1"
"287","1","3","2023-10-04 19:00:00",,"1"
"288","3","2","2023-09-15 07:00:00","88444.32","1"
"289","5","1","2024-05-20 16:00:00","11470.14","1"
"290","5","1","2024-06-07 21:00:00",,"1"
"291","2","2","2024-12-28 02:00:00",,"1"
"292","2","1","2025-05-22 11:00:00",,"4"
"293","1","2","2025-01-20 13:00:00",,"4"
"294","4","4","2023-08-16 02:00:00","77182.19","1"
"295","4","5","2024-12-29 05:00:00","29274.32","1"
"296","2","3","2025-01-18 10:00:00","37839.94","1"
"297","1","5","2024-05-29 10:00:00",,"3"
"298","3","5","2025-03-07 21:00:00","14244.05","1"
"299","4","3","2023-05-31 08:00:00",,"1"
"300","4","4","2025-03-19 03:00:00","56392.06","3"
"301","5","5","2024-11-24 06:00:00","96527.56","1"
"302","3","5","2024-12-04 12:00:00",,"1"
"303","4","5","2025-02-12 09:00:00",,"1"
"304","5","5","2024-06-23 08:00:00","78360.10","1"
"305","4","3","2024-02-10 16:00:00",,"1"
"306","1","4","2024-08-09 08:00:00","25213.64","1"
"307","3","3","2023-12-27 05:00:00",,"1"
"308","5","1","2024-11-07 14:00:00","85975.15","1"
"309","5","3","2024-03-09 23:00:00",,"1"
"310","4","4","2024-09-04 00:00:00",,"1"
"311","2","2","2025-01-05 04:00:00",,"1"
"312","3","2","2023-11-27 03:00:00","8129.10","1"
"313","1","3","2024-08-14 13:00:00","44421.68","1"
"314","3","4","2024-11-25 11:00:00","55599.76","3"
"315","4","5","2024-10-12 20:00:00",,"1"
"316","4","1","2023-11-14 09:00:00","10235.16","3"
"317","4","4","2024-11-30 15:00:00","42511.10","1"
"318","2","1","2023-06-20 20:00:00","14605.36","1"
"319","1","3","2025-01-29 11:00:00","27682.36","1"
"320","4","2","2024-03-07 07:00:00",,"1"
"321","1","1","2023-03-01 23:00:00",,"1"
"322","4","3","2023-02-07 10:00:00","56903.62","1"
"323","2","4","2025-01-01 16:00:00","73877.72","5"
"324","1","5","2023-12-30 02:00:00",,"1"
"325","2","1","2024-06-24 12:00:00","75865.91","1"
"326","4","3","2024-07-18 16:00:00",,"1"
"327","4","3","2024-11-24 15:00:00","55169.63","1"
"328","4","2","2024-06-08 21:00:00",,"1"
"329","2","2","2024-12-21 01:00:00","64341.66","1"
"330","3","5","2024-08-11 16:00:00",,"1"
"331","1","4","2023-06-14 18:00:00",,"1"
"332","2","1","2023-09-17 04:00:00",,"2"
"333","4","1","2024-09-06 09:00:00","26138.09","1"
"334","3","3","2025-02-05 20:00:00","43919.79","1"
"335","3","1","2023-10-11 02:00:00",,"1"
"336","3","3","2023-09-20 18:00:00","53059.14","1"
"337","1","3","2023-11-03 00:00:00","96097.35","2"
"338","4","4","2024-06-11 17:00:00","65692.80","1"
"339","4","4","2024-01-02 20:00:00","28558.09","1"
"340","5","5","2024-04-17 02:00:00","8619.89","5"
"341","4","1","2024-04-03 02:00:00",,"1"
"342","2","5","2024-11-23 03:00:00",,"1"
"343","2","3","2023-05-20 12:00:00",,"5"
"344","2","2","2024-04-23 23:00:00",,"1"
"345","1","5","2024-01-18 08:00:00",,"1"
"346","2","1","2025-05-18 10:00:00",,"1"
"347","2","5","2023-12-05 06:00:00",,"1"
"348","3","4","2023-04-26 12:00:00",,"1"
"349","3","3","2023-02-10 13:00:00","98824.53","1"
"350","3","5","2023-12-11 09:00:00","39503.49","1"
"351","4","2","2023-02-18 10:00:00",,"1"
"352","2","3","2024-01-12 13:00:00",,"1"
"353","2","4","2025-04-10 18:00:00",,"1"
"354","3","1","2025-05-21 12:00:00","7944.88","1"
"355","4","2","2025-01-13 10:00:00","63498.46","1"
"356","5","3","2024-07-21 15:00:00",,"1"
"357","4","5","2023-03-17 23:00:00",,"1"
"358","5","2","2025-05-30 18:00:00","82540.56","1"
"359","5","4","2023-08-14 10:00:00",,"1"
"360","1","2","2023-06-01 01:00:00","24020.74","1"
"361","5","4","2025-03-10 09:00:00",,"1"
"362","1","5","2023-01-16 13:00:00",,"1"
"363","3","1","2023-03-06 03:00:00",,"1"
"364","4","1","2023-07-10 16:00:00","8297.36","2"
"365","5","4","2024-05-11 17:00:00",,"1"
"366","5","3","2024-11-21 08:00:00",,"1"
"367","3","2","2025-02-28 10:00:00",,"1"
"368","4","3","2023-06-23 17:00:00",,"1"
"369","3","1","2023-09-10 01:00:00",,"1"
"370","5","1","2023-05-16 06:00:00","51286.22","2"
"371","5","4","2024-04-21 14:00:00",,"4"
"372","5","5","2024-10-07 02:00:00",,"1"
"373","1","2","2025-05-21 05:00:00",,"1"
"374","1","2","2024-03-13 06:00:00","60780.02","1"
"375","1","3","2023-05-05 03:00:00",,"1"
"376","2","1","2025-03-16 22:00:00","85400.44","1"
"377","5","1","2023-01-28 15:00:00",,"2"
"378","2","5","2023-12-04 06:00:00",,"1"
"379","5","1","2025-03-14 23:00:00",,"1"
"380","3","5","2024-06-16 11:00:00",,"1"
"381","3","4","2024-07-14 04:00:00","40710.82","1"
"382","2","4","2023-05-13 11:00:00","48777.32","1"
"383","5","1","2024-06-01 17:00:00","30322.32","2"
"384","4","5","2023-09-07 17:00:00","60566.41","1"
"385","1","5","2024-09-01 11:00:00",,"1"
"386","2","2","2023-06-13 19:00:00",,"3"
"387","1","3","2024-11-25 13:00:00",,"1"
"388","3","4","2024-06-09 14:00:00",,"1"
"389","1","1","2023-05-24 08:00:00",,"1"
"390","3","1","2025-02-19 22:00:00",,"1"
"391","5","1","2024-10-05 08:00:00",,"1"
"392","4","4","2023-06-03 19:00:00",,"1"
"393","1","1","2023-05-24 08:00:00",,"1"
"394","5","1","2025-03-18 06:00:00","90642.73","1"
"395","4","2","2024-07-18 05:00:00",,"3"
"396","1","3","2024-03-26 22:00:00",,"1"
"397","2","4","2025-04-27 11:00:00",,"1"
"398","5","3","2023-11-03 08:00:00","10103.10","3"
"399","5","4","2025-02-14 05:00:00",,"4"
"400","2","1","2024-11-05 09:00:00",,"1"
"401","5","3","2023-11-05 01:00:00",,"1"
"402","1","4","2023-12-09 19:00:00","86532.27","1"
"403","2","5","2025-05-19 00:00:00",,"1"
"404","2","5","2023-09-19 23:00:00",,"1"
"405","2","1","2025-05-13 17:00:00","40501.88","2"
"406","3","4","2023-09-04 02:00:00","63918.00","1"
"407","1","4","2024-09-02 03:00:00",,"1"
"408","1","1","2023-04-13 11:00:00","58725.44","5"
"409","5","4","2025-05-22 14:00:00",,"2"
"410","2","3","2025-03-01 20:00:00",,"1"
"411","4","1","2024-12-14 11:00:00",,"1"
"412","2","2","2024-02-22 14:00:00",,"1"
"413","4","2","2025-01-05 00:00:00",,"1"
"414","4","2","2025-05-13 02:00:00","33918.65","1"
"415","2","2","2023-07-19 09:00:00",,"1"
"416","3","2","2024-02-15 02:00:00",,"1"
"417","2","5","2023-01-15 14:00:00","76766.89","1"
"418","2","5","2023-02-04 07:00:00",,"5"
"419","1","1","2024-12-07 21:00:00",,"2"
"420","1","3","2024-11-19 12:00:00",,"1"
"421","4","3","2025-04-05 08:00:00",,"1"
"422","2","1","2024-10-12 07:00:00",,"4"
"423","5","5","2024-12-13 09:00:00",,"1"
"424","2","2","2023-01-11 21:00:00",,"1"
"425","5","3","2024-07-07 13:00:00","4838.51","1"
"426","5","2","2024-08-26 12:00:00",,"1"
"427","2","1","2023-08-15 17:00:00","12610.59","1"
"428","5","2","2024-12-26 03:00:00",,"1"
"429","3","5","2024-04-01 15:00:00","79204.52","1"
"430","1","4","2025-02-24 08:00:00",,"1"
"431","2","3","2025-06-08 17:00:00",,"1"
"432","1","1","2023-07-20 15:00:00",,"1"
"433","3","3","2025-01-12 15:00:00","6733.90","2"
"434","1","2","2024-09-06 05:00:00",,"1"
"435","5","5","2025-02-03 09:00:00",,"3"
"436","3","1","2023-03-18 01:00:00",,"1"
"437","2","1","2024-10-08 06:00:00",,"1"
"438","5","3","2025-02-06 14:00:00",,"1"
"439","5","1","2024-08-16 02:00:00",,"1"
"440","3","4","2023-05-29 12:00:00",,"1"
"441","5","5","2023-06-04 02:00:00",,"1"
"442","2","1","2024-03-02 02:00:00",,"1"
"443","1","2","2023-03-17 14:00:00","4387.39","2"
"444","2","1","2024-07-10 20:00:00",,"4"
"445","5","3","2023-01-16 10:00:00",,"1"
"446","5","4","2024-02-04 06:00:00","85569.12","1"
"447","1","3","2023-11-17 08:00:00","63620.97","5"
"448","2","5","2024-08-27 15:00:00",,"1"
"449","5","3","2023-09-05 16:00:00",,"1"
"450","2","3","2025-01-05 08:00:00",,"2"
"451","5","1","2024-03-29 22:00:00",,"1"
"452","4","4","2025-03-23 14:00:00",,"1"
"453","3","2","2023-06-21 00:00:00",,"1"
"454","4","4","2023-06-15 01:00:00","49963.32","1"
"455","5","1","2023-05-11 16:00:00","60117.09","1"
"456","2","1","2024-11-24 07:00:00",,"1"
"457","4","3","2023-08-05 21:00:00",,"1"
"458","4","2","2023-06-09 04:00:00",,"1"
"459","1","3","2025-02-26 21:00:00","93691.77","3"
"460","2","5","2024-01-09 10:00:00","11601.04","2"
"461","1","2","2025-05-04 00:00:00",,"1"
"462","5","1","2024-10-21 05:00:00",,"1"
"463","4","1","2024-01-14 23:00:00",,"3"
"464","1","5","2023-10-26 21:00:00",,"1"
"465","4","5","2024-04-15 17:00:00","78505.55","3"
"466","4","5","2023-09-30 21:00:00",,"1"
"467","4","3","2025-03-15 05:00:00",,"1"
"468","1","4","2024-04-12 10:00:00","22682.72","2"
"469","1","5","2023-08-02 10:00:00",,"1"
"470","1","2","2023-07-11 05:00:00",,"1"
"471","4","1","2024-02-04 23:00:00",,"1"
"472","2","5","2024-09-01 18:00:00","38829.09","1"
"473","4","4","2023-01-30 20:00:00",,"1"
"474","4","2","2023-06-04 15:00:00","93926.75","1"
"475","5","3","2025-02-20 18:00:00",,"1"
"476","5","5","2025-02-15 15:00:00",,"3"
"477","1","2","2024-10-12 21:00:00",,"1"
"478","4","1","2024-08-22 20:00:00",,"1"
"479","3","4","2023-09-13 14:00:00",,"1"
"480","1","5","2024-08-21 09:00:00","71006.94","1"
"481","5","5","2024-02-05 16:00:00",,"1"
"482","1","4","2025-04-24 15:00:00",,"1"
"483","2","1","2024-09-14 03:00:00",,"1"
"484","2","3","2024-08-06 18:00:00","22197.96","1"
"485","2","2","2024-01-05 07:00:00",,"1"
"486","4","1","2023-01-12 19:00:00",,"2"
"487","4","4","2023-11-17 16:00:00",,"1"
"488","4","1","2025-06-05 08:00:00","89632.71","1"
"489","5","1","2025-04-05 05:00:00",,"1"
"490","1","4","2023-05-07 15:00:00","50378.13","3"
"491","3","4","2023-12-10 13:00:00",,"1"
"492","2","1","2023-09-20 10:00:00",,"1"
"493","2","4","2023-04-03 15:00:00","56553.90","1"
"494","5","3","2023-12-25 14:00:00","21504.98","1"
"495","4","3","2023-07-23 17:00:00",,"1"
"496","2","1","2025-05-28 08:00:00","39610.03","1"
"497","2","2","2025-03-16 12:00:00","92955.80","1"
"498","1","5","2023-02-20 11:00:00",,"1"
"499","2","4","2024-12-09 13:00:00",,"1"
"500","5","5","2024-12-19 07:00:00",,"1"
"501","1","5","2023-09-21 19:00:00",,"1"
"502","2","4","2024-02-22 04:00:00",,"1"
"503","2","3","2023-03-14 18:00:00",,"2"
"504","2","4","2023-03-05 11:00:00",,"1"
"505","3","3","2024-09-15 17:00:00",,"1"
"506","5","5","2025-01-23 12:00:00",,"1"
"507","5","5","2024-09-01 16:00:00",,"1"
"508","1","5","2024-08-08 08:00:00","63871.03","1"
"509","1","3","2023-11-05 02:00:00",,"1"
"510","5","5","2025-04-03 15:00:00",,"1"
"511","5","4","2023-10-18 16:00:00",,"1"
"512","2","5","2023-11-07 03:00:00",,"1"
"513","3","5","2024-02-18 18:00:00",,"1"
"514","4","4","2023-07-02 01:00:00","63123.27","2"
"515","1","1","2024-10-24 05:00:00","58256.87","1"
"516","1","4","2023-05-04 11:00:00","54698.28","1"
"517","1","1","2023-05-18 13:00:00",,"1"
"518","2","2","2025-03-21 12:00:00","28194.70","1"
"519","3","2","2024-06-10 05:00:00",,"4"
"520","4","3","2025-06-06 16:00:00",,"1"
"521","1","2","2025-03-06 17:00:00",,"2"
"522","3","5","2023-07-11 04:00:00",,"1"
"523","3","3","2024-10-10 07:00:00",,"1"
"524","4","5","2023-03-05 09:00:00",,"1"
"525","1","3","2023-11-19 08:00:00",,"1"
"526","5","2","2023-07-29 12:00:00","90163.93","3"
"527","5","5","2024-10-23 02:00:00",,"1"
"528","2","3","2025-05-16 00:00:00",,"1"
"529","1","3","2023-09-03 17:00:00","59303.62","1"
"530","5","1","2025-01-23 22:00:00",,"1"
"531","2","1","2024-04-01 09:00:00",,"1"
"532","3","3","2023-02-05 14:00:00","31739.74","1"
"533","4","2","2024-01-03 01:00:00","84942.01","1"
"534","4","5","2024-02-12 10:00:00","26800.85","1"
"535","5","2","2023-04-26 00:00:00",,"1"
"536","3","3","2025-03-21 02:00:00","13556.49","3"
"537","3","1","2023-11-30 06:00:00",,"1"
"538","4","5","2025-02-24 22:00:00",,"1"
"539","5","3","2024-01-29 20:00:00","82624.57","1"
